Review
"Aplikasinya sangat membantu, keren lah, walau ada bug kadang gambar jadi ke-zoom gitu. Di klik juga tetap ter-zoom, pas keluar apk terus masuk lagi baru balik normal"
"Hahhh tambah benci banget, aku sudah memasukan password yang benar dan email yang benar untuk login tetapi kenapa gabisa login. Ku kira cuma eror di 1 akun tapi ini aku buat akun discord 5 kali untuk mengetes apakah hanya eror di 1 akun atau 1 device dan ternyata memang tidak bisa. Bug meresahkan"
Terimakasih sudah mempermudah saya buat discoard saya sendiri juga gak tau ini aplikasi untuk apa kenapa sekarang buka akun discord saya tidak bisa sudah 2X saya buat dan sandinya juga sudah benar tapi tidak bisa masuk ke akun saya ini sudah aku hapus dan install lagi sudah masukin kode 6 angka verifikasi tapi gak bisa masuk terus tolong di permudah kita bikin sandi itu juga mikir
"gimana, saya susah bgt masuknya, email sudah benar, sandi sudah bener, tpii malah gabisa, udh gtuu pas bisa gabisa dipencet sma sekali, pas udah masuk malah gabisa kirim pesan."
"Hi discord, saya meminta untuk memperbaiki bug baru yaitu pada saat voice call sebagai pendengar hanya mendengar suara yang sangat kecil tetapi semua pengaturan sudah dilakukan sampai maksimal, diharapkan bisa diperbaiki. Thanks for development Discord.inc"
"Makin parah ya jujur aja, tampilan nya sebenernya bagus tp saya jujur lebih suka yg lama dan skrng lebih sering error seperti pas lg voice call orngnya hilang tp pas scroll kebawah baru muncul, klik video yg sedang di share screen susah banget, mau naikin turunin voice orng jg susah klik lama ga bisa di dobel klik ga bisa, kacau deh, yah kalo PC sih beda, tp ini hp ayola masa makin parah 😑"
"Setelah diupdate malah sering bug mic, sebelumnya tidak, sekarang jadi sering keluar masuk channel karena mic nya bug terus, sudah restart perangkat dan reinstall aplikasi, tolong segera diperbaiki, terimakasih.🙏🏻"
"Tidak seperti ver sebelumnya yang bisa chat sambil share scren sekarang ga bisa komunikasi kecuali on mic,saya sangat sangat kecewa karena fitur itu hilang fitur itu jauh dari kata ""layak"" tapi setidaknya masih bisa berkomunikasi tapi sekarang tidak bisa."
"berharap kedepannya aplikasi discord bisa lebih stabil untuk hp mid-range keatas, masih terasa berat dan ini dapat menyebabkan lag dan hp cepat panas. menurut saya pribadi lebih stabil versi lama dan versi ini banyak bug yang belum diperbaiki sehingga menyebabkan pengguna tidak nyaman untuk versi mobile. developer hanya fokus untuk memperbarui tampilan discord saja tanpa peduli terhadap bug tersebut."
"Tidak bisa menikmati versi saat ini. Dan sering bug, orang di dalam room voice tidak bisa terlihat. Sering sekali tidak bisa join Voice. Dan versi saat ini sangat berat. Juga sering crash."
"Setelah update, bug malah tambah banyak. Mulai dari error di voice chat, chat yang pending entah dari pengirim/penerima padahal sinyal normal, notif friend request ga masuk :((("
"Makin parah banyak bug saat login masuk, Tolong diperbaiki permasalahan login! Ini aplikasi masalahnya cuma login doang susah amat, saya memasuki nomor telepon tidak bisa terus padahal udah benar berkali-kali, perbaikilah masalah login ini"
"Halo, aplikasi nya bagus tapi masalah nya adalah pas mau verify nomor telpon, terus dimasukin digit code yang bener, pas di klik verify kenapa gak mau ke verifikasi ya, padahal udah bener terus gak ada salah nya tapi pas di klik gak ada apa2, saya mencoba klik2 lagi tapi gak bisa, tolong diperbaiki untuk verify nomor telpon nya karena sudah diisi masih saja tidak ke verify, salam dari saya (maaf kalo ada kesalahan)"
"Voice error terus, suwara gak bisa masuk, saya sudah coba uninstall dan install ulang dan saya juga sudah mencoba record audio normal normal saja, saat di discod g bisa masuk suaranya mohon di perbaiki bug nya terimakasih 🙏"
"Tolong diperbaiki untuk login, karna bug saat memverifikasi human tidakjelas!!!, disuruh mencari gambar daun tapi yang ada hanya gambar ikan, bunga dan satelit tak ada gambar daun, setelah di skip pun tetap sama!!??? Tolong di perbaiki lagi!!! Dulu dc tidak seperti ini, kenapa skarang jadi tidak jelas??!"
Tolong lah masa di suruh masukin kode Verifikasi tapi kode Verifikasinya ga di kirim tolong di perbaiki lahhh udah di coba berkali-kali udah hapus data sama cache tetep aja udah di uninstall terus install lagi tetep aja kalo bisa kirim lewat WA aja jangan SMS!!!!
"Selalu bug, saat buka apl.. entah kenapa. (Langsung direspon sama tim Discord dengan mengirim email terkait setting dsb, ahirnya setelah mengikuti kiat dapat berjalan kembali)"
"best deh, aku pake biasanya buat mabar sama temen, kita suka tlp-an di discord soalnya gampang dan ngga repot, biasanya kalo di apk sebelah suka lag & layar mati² gajelas, sekian."
Aplikasi sampah dulu saya udah sempat pake enak-enak aja loh pas udah di update ko malah jadi gak bisa login padahal passwordnya udah betul tolong segera diperbaiki!!
Banyak banget bug buat masuk tolong diperbaiki secepatnya developer kebanyakan bug jadi saya kasih bintang 1 kalo bisa setengah saya kasih setengah dah
"anjir serius yak, bnyk bngt bug nya terutama pas telponan. kadang gaada suaranya lah, suara bkn dari speaker lah, dll. benerin yah, bagus loh padahal bisa mabar jarang jauh"
"selalu tidak bisa login, bug saat login sangat mengganggu saya, sudah lama masalah ini terjadi lama dan sekarang masih ada?? haloo discord tolong diperbaiki"
"malah makin parah, saya menambahkan nomor phone saya, tidak bisa menjengkelkan code verif udh benar masih sama aja, di web nya juga sama, hp udh di restart berapa kali masih sama, tolong lah perbaiki saya udh cape ini mau gmna"
"Halo untuk pembuat aplikasi tolong di perbaiki bug yang buat gak bisa buat akun dari duluu tahun 2021 an kalo gak salah pas dah di akhir ada kata kata ""UNABBLE TO REGISTER"" tolong di perbaiki bugnya jadi gak bisa buat akun"
"okelah apknya, cmn banyak bug kayak suara video yang masih ada saat keluar dari discord, terus gambar besar sama kepotong, ada blue bar tanpa kata diatas chat, terus juga uinya kurang oke lebih enakan yang lama."
"Maaf saya kasih bintang suatu, karena bug yang selalu ada yaitu ketika ingin mem verifikasi nomor padahal sudah masukkan kode tetap tidak bisa.... Tolong diperbaiki"
"Gak bisa login ke akun lama padahal pw sama gmail nya udh bener, abis itu saya pencet lupa pw pas udh di code yg harus nya di kirim malah gak di kirim kirim udh 30 menit ini blm di kirim"
"Mohon tambahkan fitur android/IOS untuk bisa merekam suara saat merekam layar di handphone 🛑〰️🛑 soalnya saya sangat kerepotan ketika recording harus pakai bot Craig mulu untuk merekam suara didiscord apalagi waktu ngepasin suara nya andai aja bisa merekam langsung keduanya saat live juga sama pas aku live di tiktok sambil discord an di handphone ku viewer ku bilang stream ku suaranya ilang itu gara gara ku stream sambil discord an jadi yah itu aja curhatan ku sekian, semoga bisa di perbaiki👋"
"Dc anjg mau login susah, sandi udah bener tetap ga bisa email juga, ganti pw masukin kode verifikasi tiba tiba invalid, verivikasi nomor hp ga bisa di pencet verivikasi, emang apk dajjal"
"sering forclose kalo buat main game, mengecewakan padahal sinyal bagus,apk yang dipakai juga cuma discord sama game yang dimainkan harusnya RAM nya kan masih longgar tapi forcloce:("
